TransactionId,Date,Amount,AccountId
2542,5/28,6.61,axz
2543,5/25,-93.74,axz
2544,3/21,-30.37,axz
2545,10/22,-2.43,axz
2546,10/19,41.39,axz
2547,7/14,63.80,axz
2548,11/8,73.47,axz
2549,2/6,59.61,axz
2550,1/21,45.97,axz
2551,3/9,70.60,axz
2552,9/26,-45.75,axz
2553,2/14,58.01,axz
2554,6/6,55.71,axz
2555,6/13,83.21,axz
2556,11/13,86.47,axz
2557,1/5,0.99,axz
2558,6/18,46.70,axz
2559,2/5,-75.23,axz
2560,8/16,-42.75,axz
2561,3/19,-89.79,axz
2562,1/26,18.90,axz
2563,8/5,4.36,axz
2564,8/9,-47.91,axz
2565,6/20,-39.91,axz
2566,8/3,43.83,axz
2567,6/19,5.65,axz
2568,2/22,14.02,axz
2569,11/10,-56.57,axz
2570,3/28,-59.29,axz
2571,9/3,42.38,axz
2572,6/15,21.36,axz
2573,11/12,84.86,axz
2574,12/3,64.57,axz
2575,11/14,-11.73,axz
2576,12/2,-17.59,axz
2577,7/1,64.04,axz
2578,9/4,6.69,axz
2579,11/4,27.39,axz
2580,7/12,75.29,axz
2581,3/5,-61.93,axz
2582,5/12,82.59,axz
2583,4/28,55.29,axz
2584,10/18,60.85,axz
2585,2/20,-12.15,axz
2586,2/26,-74.33,axz
2587,5/5,47.51,axz
2588,12/16,-95.67,axz
2589,5/13,85.93,axz
2590,8/6,42.64,axz
2591,1/22,9.03,axz
2592,5/8,42.93,axz
2593,7/26,1.02,axz
2594,9/27,-1.26,axz
2595,12/28,82.52,axz
2596,3/2,14.40,axz
2597,8/21,-45.38,axz
2598,6/18,-44.44,axz
2599,6/8,-60.69,axz
2600,4/6,-74.10,axz
2601,2/4,-36.40,axz
2602,3/24,56.11,axz
2603,9/12,24.25,axz
2604,4/28,46.40,axz
2605,6/13,-44.01,axz
2606,11/3,-77.45,axz
2607,7/27,-17.50,axz
2608,11/27,-0.63,axz
2609,8/14,-85.70,axz
2610,3/4,63.49,axz
2611,4/27,-33.41,axz
2612,2/10,92.08,axz
2613,6/24,-25.85,axz
2614,12/16,-62.58,axz
2615,1/4,33.23,axz
2616,7/27,20.96,axz
2617,3/20,-6.06,axz
2618,10/14,-84.29,axz
2619,11/13,6.31,axz
2620,11/19,-74.14,axz
2621,9/28,-50.77,axz
2622,9/21,-39.97,axz
2623,10/23,71.00,axz
2624,8/6,75.00,axz
2625,10/14,-68.47,axz
2626,12/21,-17.65,axz
2627,11/13,88.02,axz
2628,8/16,65.77,axz
2629,8/25,-62.51,axz
2630,7/20,53.11,axz
2631,5/13,84.53,axz
2632,7/5,5.35,axz
2633,2/10,50.74,axz
2634,12/6,99.07,axz
2635,6/10,35.12,axz
2636,9/23,76.47,axz
2637,1/26,-0.02,axz
2638,9/8,-51.89,axz
2639,4/19,-73.20,axz
2640,2/22,61.97,axz
2641,12/21,86.07,axz
2642,2/20,49.36,axz
2643,8/1,61.40,axz
2644,9/2,34.07,axz
2645,2/9,54.99,axz
2646,11/12,-48.25,axz
2647,2/4,23.35,axz
2648,5/28,9.39,axz
2649,10/19,84.54,axz
2650,9/10,-73.10,axz
2651,3/10,33.94,axz
2652,6/14,-83.20,axz
2653,12/23,64.22,axz
2654,7/9,78.46,axz
2655,4/9,76.78,axz
2656,10/2,-13.59,axz
2657,5/9,-24.45,axz
2658,1/20,-52.27,axz
2659,1/9,54.38,axz
2660,2/21,-61.57,axz
2661,2/1,-34.74,axz
2662,10/25,-98.11,axz
2663,10/20,68.35,axz
2664,9/28,-88.67,axz
2665,3/22,94.96,axz
2666,11/17,77.67,axz
2667,8/13,-57.52,axz
2668,12/7,6.32,axz
2669,10/12,75.72,axz
2670,4/2,89.99,axz
2671,11/8,35.72,axz
2672,3/21,-65.36,axz
2673,6/2,-58.79,axz
2674,9/5,-11.86,axz
2675,12/3,66.50,axz
2676,10/14,97.01,axz
2677,6/25,-39.28,axz
2678,2/3,-62.71,axz
2679,12/22,-76.18,axz
2680,11/3,95.84,axz
2681,11/1,-11.33,axz
2682,1/13,-57.25,axz
2683,12/13,-77.86,axz
2684,6/17,54.37,axz
2685,5/18,-68.19,axz
2686,2/13,62.73,axz
2687,8/2,3.34,axz
2688,1/18,63.79,axz
2689,1/28,-3.76,axz
2690,12/23,20.96,axz
2691,3/26,-83.31,axz
2692,6/25,53.84,axz
2693,7/17,12.68,axz
2694,3/3,33.71,axz
2695,9/14,-21.31,axz
2696,4/2,92.29,axz
2697,2/27,-13.56,axz
2698,3/18,21.91,axz
2699,1/22,99.19,axz
2700,6/23,35.41,axz
2701,1/2,92.13,axz
2702,11/2,20.39,axz
2703,10/6,-0.49,axz
2704,10/10,76.03,axz
2705,7/17,75.25,axz
2706,7/21,-35.74,axz
2707,2/26,70.40,axz
2708,8/11,-88.23,axz
2709,4/20,-73.18,axz
2710,3/10,63.85,axz
2711,2/8,-72.36,axz
2712,7/17,24.87,axz
2713,7/23,61.19,axz
2714,6/19,24.60,axz
2715,2/14,-39.32,axz
2716,9/13,51.35,axz
2717,5/19,-15.76,axz
2718,7/26,-43.34,axz
2719,2/23,28.98,axz
2720,10/15,-43.13,axz
2721,11/2,37.47,axz
2722,1/8,-26.52,axz
2723,10/18,-77.05,axz
2724,2/12,29.39,axz
2725,9/25,14.02,axz
2726,12/20,7.07,axz
2727,9/6,-75.94,axz
2728,6/5,64.28,axz
2729,7/9,-85.11,axz
2730,6/3,-0.07,axz
2731,7/25,-54.12,axz
2732,5/10,-8.67,axz
2733,8/2,11.66,axz
2734,10/27,40.24,axz
2735,5/12,-6.12,axz
2736,3/6,-50.31,axz
2737,5/5,6.52,axz
2738,8/11,-42.72,axz
2739,7/12,-9.22,axz
2740,9/18,54.55,axz
2741,1/2,-25.12,axz
2742,8/6,81.59,axz
2743,8/12,7.65,axz
2744,8/13,-23.36,axz
2745,10/23,53.61,axz
2746,6/1,-4.24,axz
2747,3/28,-33.10,axz
2748,7/11,-82.49,axz
2749,6/11,63.94,axz
2750,4/5,-67.84,axz
2751,2/8,68.27,axz
2752,2/11,-85.23,axz
2753,7/24,-57.00,axz
2754,11/1,-2.41,axz
2755,4/19,54.83,axz
2756,7/3,49.17,axz
2757,1/24,85.43,axz
2758,1/20,54.53,axz
2759,5/14,19.60,axz
2760,12/1,-42.82,axz
2761,11/10,33.14,axz
2762,4/10,-6.66,axz
2763,11/26,46.31,axz
2764,7/5,43.97,axz
2765,7/4,3.14,axz
2766,12/2,-70.92,axz
2767,12/13,23.76,axz
2768,8/3,-50.11,axz
2769,10/24,71.46,axz
2770,1/13,-37.15,axz
2771,7/12,-92.36,axz
2772,10/7,-63.02,axz
2773,9/8,-23.93,axz
2774,11/20,-62.65,axz
2775,6/24,-76.05,axz
2776,5/12,83.40,axz
2777,3/3,-63.16,axz
2778,3/27,-38.74,axz
2779,2/20,99.77,axz
2780,12/10,61.15,axz
2781,1/24,97.33,axz
2782,11/4,-79.49,axz
2783,10/2,22.92,axz
2784,12/14,-23.57,axz
2785,6/20,-28.05,axz
2786,5/22,73.53,axz
2787,5/15,-29.75,axz
2788,7/7,-21.26,axz
2789,6/1,-56.25,axz
2790,2/22,28.01,axz
2791,9/7,20.47,axz
2792,12/25,-14.47,axz
2793,8/22,63.53,axz
2794,2/15,-9.75,axz
2795,10/28,-96.44,axz
2796,4/5,6.70,axz
2797,12/10,89.68,axz
2798,6/20,-49.01,axz
2799,11/3,2.40,axz
2800,10/14,-65.62,axz
2801,1/9,-41.83,axz
2802,8/1,-71.60,axz
2803,3/16,-53.85,axz
2804,2/20,-26.89,axz
2805,7/11,93.68,axz
2806,3/15,11.99,axz
2807,10/28,-61.50,axz
2808,4/17,-23.39,axz
2809,5/23,82.62,axz
2810,6/13,-7.24,axz
2811,2/28,-64.39,axz
2812,8/17,33.47,axz
2813,1/22,-59.89,axz
2814,8/13,97.45,axz
2815,10/25,-41.85,axz
2816,11/26,-16.71,axz
2817,9/6,-69.24,axz
2818,1/1,49.84,axz
2819,7/12,65.35,axz
2820,11/3,39.32,axz
2821,7/15,-95.75,axz
2822,12/24,-96.20,axz
2823,9/6,-37.47,axz
2824,10/2,-0.15,axz
2825,1/12,93.09,axz
2826,9/13,24.43,axz
2827,3/5,45.18,axz
2828,12/2,-31.03,axz
2829,4/9,37.32,axz
2830,2/10,39.11,axz
2831,10/28,32.42,axz
2832,3/1,-26.88,axz
2833,12/27,-36.39,axz
2834,9/6,-49.74,axz
2835,7/4,-58.95,axz
2836,11/26,-8.18,axz
2837,9/2,-43.03,axz
2838,2/14,-0.34,axz
2839,9/14,87.43,axz
2840,4/22,-67.25,axz
2841,10/26,-85.60,axz
2842,12/6,85.37,axz
2843,11/25,91.16,axz
2844,8/23,8.77,axz
2845,10/26,12.88,axz
2846,5/14,-69.49,axz
2847,2/7,96.71,axz
2848,8/25,-37.00,axz
2849,5/6,-98.33,axz
2850,6/6,-37.34,axz
2851,2/24,-86.96,axz
2852,2/26,-77.35,axz
2853,8/18,37.30,axz
2854,4/13,16.56,axz
2855,6/14,-92.81,axz
2856,12/12,-4.04,axz
2857,8/2,-58.39,axz
2858,11/3,66.75,axz
2859,2/8,-97.84,axz
2860,7/22,85.29,axz
2861,8/3,22.24,axz
2862,9/9,26.48,axz
2863,11/10,-96.78,axz
2864,5/8,62.38,axz
2865,8/3,-40.80,axz
2866,10/21,-62.96,axz
2867,6/5,-32.00,axz
2868,7/18,-0.89,axz
2869,8/25,-30.43,axz
2870,4/9,88.31,axz
2871,6/9,-76.60,axz
2872,11/2,-89.35,axz
2873,12/20,47.56,axz
2874,9/17,89.90,axz
2875,8/28,-8.32,axz
2876,6/12,-37.23,axz
2877,8/15,-29.01,axz
2878,1/26,-28.37,axz
2879,10/11,-77.71,axz
2880,4/6,-10.13,axz
2881,10/25,-64.67,axz
2882,2/12,56.64,axz
2883,3/15,-16.52,axz
2884,6/17,-45.10,axz
2885,6/3,65.74,axz
2886,10/13,-18.69,axz
2887,11/25,7.16,axz
2888,8/14,48.37,axz
2889,9/3,15.05,axz
2890,2/17,-8.62,axz
2891,6/13,-34.09,axz
2892,12/16,83.09,axz
2893,1/11,29.03,axz
2894,6/11,89.34,axz
2895,6/12,-16.63,axz
2896,10/10,95.49,axz
2897,1/27,5.30,axz
2898,3/2,-72.46,axz
2899,4/2,-39.69,axz
2900,3/18,-0.21,axz
2901,7/3,55.13,axz
2902,5/3,-46.97,axz
2903,11/7,29.35,axz
2904,7/11,79.51,axz
2905,2/24,66.34,axz
2906,9/12,55.87,axz
2907,12/22,45.27,axz
2908,11/16,-47.76,axz
2909,9/11,-68.62,axz
2910,4/25,37.88,axz
2911,1/4,39.62,axz
2912,6/8,-66.19,axz
2913,3/5,20.23,axz
2914,4/6,-3.41,axz
2915,8/10,-44.17,axz
2916,2/19,-65.68,axz
2917,12/18,5.06,axz
2918,8/18,-49.72,axz
2919,1/25,-57.66,axz
2920,6/22,-47.50,axz
2921,4/24,-10.38,axz
2922,11/16,-14.22,axz
2923,3/27,22.50,axz
2924,4/15,27.32,axz
2925,9/12,63.45,axz
2926,9/6,-19.42,axz
2927,3/25,55.70,axz
2928,5/26,-79.30,axz
2929,3/27,27.93,axz
2930,11/12,79.33,axz
2931,8/14,62.89,axz
2932,9/11,-68.62,axz
2933,9/14,-1.43,axz
2934,7/15,75.95,axz
2935,1/25,91.63,axz
2936,9/17,-71.35,axz
2937,8/12,51.91,axz
2938,3/12,-30.67,axz
2939,11/22,-89.32,axz
2940,3/2,-70.15,axz
2941,7/5,-9.58,axz
2942,3/1,-67.19,axz
2943,11/1,-44.65,axz
2944,11/27,-16.20,axz
2945,7/28,66.26,axz
2946,5/21,83.55,axz
2947,8/19,-67.68,axz
2948,9/9,84.01,axz
2949,5/23,-73.98,axz
2950,4/15,14.22,axz
2951,2/23,-48.34,axz
2952,2/10,-10.32,axz
2953,5/22,1.83,axz
2954,9/6,6.06,axz
2955,1/28,-24.64,axz
2956,11/28,51.58,axz
2957,7/28,-53.28,axz
2958,11/13,79.74,axz
2959,1/28,-91.78,axz
2960,6/25,-85.25,axz
2961,9/14,-77.78,axz
2962,1/10,72.30,axz
2963,7/12,-23.06,axz
2964,6/6,60.48,axz
2965,10/26,-32.84,axz
2966,2/19,9.66,axz
2967,9/1,2.27,axz
2968,9/6,83.68,axz
2969,12/25,-57.06,axz
2970,7/3,-39.27,axz
2971,5/6,-26.83,axz
2972,8/18,19.74,axz
2973,9/27,-23.99,axz
2974,6/28,-24.27,axz
2975,4/24,-69.60,axz
2976,3/9,-59.05,axz
2977,10/18,10.78,axz
2978,5/6,27.64,axz
2979,11/12,14.96,axz
2980,12/18,97.98,axz
2981,7/15,72.69,axz
2982,11/5,24.71,axz
2983,3/28,-32.87,axz
2984,5/8,23.09,axz
2985,8/26,-66.63,axz
2986,8/4,13.03,axz
2987,10/8,56.96,axz
2988,8/14,20.00,axz
2989,2/2,-9.16,axz
2990,8/21,-25.72,axz
2991,12/14,79.51,axz
2992,1/4,-58.59,axz
2993,11/6,-7.86,axz
2994,1/15,28.56,axz
2995,2/11,95.86,axz
2996,1/7,62.78,axz
2997,5/25,81.87,axz
2998,9/16,-19.25,axz
2999,8/26,-78.41,axz
3000,9/2,60.22,axz
3001,7/7,-0.47,axz
3002,2/21,75.24,axz
3003,9/25,-25.07,axz
3004,4/27,45.35,axz
3005,11/22,72.88,axz
3006,2/27,82.11,axz
3007,3/17,65.12,axz
3008,8/14,-70.89,axz
3009,5/15,79.15,axz
3010,2/15,7.39,axz
3011,5/2,11.02,axz
3012,12/5,72.27,axz
3013,11/7,37.00,axz
3014,7/23,-64.33,axz
3015,11/25,-96.50,axz
3016,5/15,54.70,axz
3017,3/20,-38.10,axz
3018,11/20,-71.14,axz
3019,2/13,-31.33,axz
3020,9/27,-22.70,axz
3021,10/14,-57.03,axz
3022,1/18,-29.71,axz
3023,11/21,40.69,axz
3024,3/2,-84.76,axz
3025,9/15,92.42,axz
3026,5/8,-1.09,axz
3027,8/3,69.94,axz
3028,3/18,-85.88,axz
3029,6/20,-5.20,axz
3030,6/4,-11.13,axz
3031,1/18,-7.96,axz
3032,12/17,-49.23,axz
3033,4/28,73.32,axz
3034,2/22,-89.14,axz
3035,5/26,-57.08,axz
3036,1/23,21.54,axz
3037,11/10,-43.92,axz
3038,2/10,2.50,axz
3039,2/11,-7.58,axz
3040,6/9,81.20,axz
3041,3/20,-4.12,axz
3042,10/20,-12.78,axz
3043,9/7,-18.63,axz
3044,7/16,15.88,axz
3045,6/11,89.25,axz
3046,7/28,-38.55,axz
3047,4/3,3.11,axz
3048,7/27,-18.24,axz
3049,7/23,27.93,axz
3050,9/16,93.33,axz
3051,5/5,73.66,axz
3052,10/19,-16.57,axz
3053,8/23,85.87,axz
3054,6/15,7.55,axz
3055,1/17,-48.70,axz
3056,9/14,-53.37,axz
3057,12/28,33.86,axz
3058,7/21,-35.85,axz
3059,9/13,-35.97,axz
3060,11/6,-1.28,axz
3061,7/5,84.47,axz
3062,3/25,19.27,axz
3063,7/23,-18.34,axz
3064,8/12,-41.03,axz
3065,7/9,-60.07,axz
3066,9/26,13.14,axz
3067,2/7,49.71,axz
3068,12/26,-6.70,axz
3069,4/4,80.52,axz
3070,2/27,-19.33,axz
3071,2/25,-32.68,axz
3072,12/25,-95.50,axz
3073,7/27,-1.87,axz
3074,6/12,45.00,axz
3075,5/12,-31.13,axz
3076,12/15,28.99,axz
3077,9/4,-42.98,axz
3078,3/8,99.24,axz
3079,8/22,89.37,axz
3080,6/25,-21.56,axz
3081,12/22,-85.05,axz
3082,11/8,14.09,axz
3083,2/21,-50.73,axz
3084,12/19,40.64,axz
3085,9/21,-39.30,axz
3086,7/27,-32.64,axz
3087,4/10,-9.49,axz
3088,4/18,-25.69,axz
3089,2/19,9.04,axz
3090,8/26,31.61,axz
3091,2/16,-63.01,axz
3092,1/9,-79.01,axz
3093,12/10,61.25,axz
3094,3/18,-86.61,axz
3095,3/28,62.08,axz
3096,8/25,13.35,axz
3097,2/20,-96.30,axz
3098,8/7,-1.29,axz
3099,11/11,-82.71,axz
3100,2/11,26.89,axz
3101,4/24,5.94,axz
3102,3/26,-55.21,axz
3103,10/4,84.48,axz
3104,12/12,-94.72,axz
3105,7/7,-92.95,axz
3106,1/10,33.62,axz
3107,4/12,2.41,axz
3108,4/19,98.43,axz
3109,12/4,-13.38,axz
3110,11/10,-26.49,axz
3111,12/18,44.94,axz
3112,12/19,48.65,axz
3113,10/20,5.10,axz
3114,8/20,14.99,axz
3115,12/17,-40.72,axz
3116,12/28,72.61,axz
3117,11/18,-97.16,axz
3118,2/11,-77.87,axz
3119,8/8,25.96,axz
3120,8/4,-19.30,axz
3121,1/19,-89.43,axz
3122,12/12,15.01,axz
3123,9/19,-17.84,axz
3124,5/20,-34.79,axz
3125,6/25,24.84,axz
3126,9/8,36.74,axz
3127,8/18,96.36,axz
3128,6/26,-33.30,axz
3129,11/21,26.06,axz
3130,7/27,97.14,axz
3131,1/21,15.96,axz
3132,4/26,-30.19,axz
3133,1/15,-98.82,axz
3134,3/23,-75.42,axz
3135,8/5,-93.07,axz
3136,9/10,31.72,axz
3137,5/2,-87.45,axz
3138,6/15,99.96,axz
3139,9/21,16.02,axz
3140,2/24,-3.04,axz
3141,12/25,-57.02,axz
3142,2/6,73.00,axz
3143,9/7,90.33,axz
3144,12/24,-65.50,axz
3145,9/18,-91.93,axz
3146,8/7,69.12,axz
3147,5/3,69.42,axz
3148,11/19,78.09,axz
3149,2/12,83.04,axz
3150,8/5,-98.49,axz
3151,1/1,62.86,axz
3152,11/5,65.48,axz
3153,2/26,-54.13,axz
3154,8/2,60.24,axz
3155,8/4,-14.46,axz
3156,2/9,66.04,axz
3157,1/10,-53.38,axz
3158,12/1,65.18,axz
3159,2/15,-92.25,axz
3160,10/25,-53.82,axz
3161,10/26,55.16,axz
3162,10/13,33.89,axz
3163,8/7,-42.00,axz
3164,6/21,2.13,axz
3165,5/21,61.58,axz
3166,6/2,-20.34,axz
3167,10/22,-21.70,axz
3168,4/7,-91.80,axz
3169,1/2,31.44,axz
3170,1/4,-65.80,axz
3171,5/27,-70.72,axz
3172,10/15,-16.03,axz
3173,1/14,83.88,axz
3174,8/27,76.40,axz
3175,7/13,27.52,axz
3176,3/11,59.73,axz
3177,3/27,-2.76,axz
3178,11/8,-60.98,axz
3179,12/2,18.74,axz
3180,9/1,-50.18,axz
3181,10/19,-53.53,axz
3182,6/21,54.44,axz
3183,8/8,-40.59,axz
3184,10/28,-54.61,axz
3185,7/24,64.29,axz
3186,9/9,12.08,axz
3187,9/25,-65.13,axz
3188,11/6,-90.53,axz
3189,3/6,34.85,axz
3190,8/21,71.36,axz
3191,10/13,-39.69,axz
3192,5/3,82.34,axz
3193,11/16,-43.84,axz
3194,10/14,-85.14,axz
3195,10/12,54.77,axz
3196,9/12,91.41,axz
3197,6/20,-51.60,axz
3198,2/27,87.29,axz
3199,1/6,49.32,axz
3200,4/17,-62.16,axz
3201,1/26,60.28,axz
3202,10/19,-25.34,axz
3203,1/13,80.52,axz
3204,2/6,22.13,axz
3205,12/8,-91.76,axz
3206,5/10,-26.89,axz
3207,8/23,9.01,axz
3208,12/27,31.67,axz
3209,2/21,83.48,axz
3210,12/1,64.10,axz
3211,9/2,-29.17,axz
3212,7/21,82.83,axz
3213,10/7,-35.49,axz
3214,4/17,-79.57,axz
3215,11/19,-98.33,axz
3216,5/17,73.42,axz
3217,1/23,32.31,axz
3218,6/18,-2.08,axz
3219,7/16,-7.19,axz
3220,9/19,-29.46,axz
3221,7/7,-49.98,axz
3222,2/8,-88.80,axz
3223,11/23,86.60,axz
3224,5/6,-67.81,axz
3225,9/7,33.79,axz
3226,4/18,-75.96,axz
3227,9/20,3.29,axz
3228,1/17,-74.85,axz
3229,8/24,18.85,axz
3230,8/7,60.34,axz
3231,10/9,14.27,axz
3232,6/21,-8.86,axz
3233,7/4,-36.09,axz
3234,3/6,-71.31,axz
3235,5/4,52.04,axz
3236,4/10,-19.95,axz
3237,11/16,11.55,axz
3238,5/20,-73.95,axz
3239,4/27,-99.87,axz
3240,9/14,72.87,axz
3241,2/12,16.26,axz
3242,5/10,57.52,axz
3243,12/4,44.99,axz
3244,9/21,66.79,axz
3245,2/27,33.12,axz
3246,4/13,0.49,axz
3247,9/17,66.46,axz
3248,12/17,42.84,axz
3249,4/20,-72.08,axz
3250,9/27,9.41,axz
3251,11/8,-40.35,axz
3252,3/12,83.48,axz
3253,3/21,-90.92,axz
3254,10/17,-35.04,axz
3255,7/22,15.84,axz
3256,4/20,-33.15,axz
3257,2/5,-44.45,axz
3258,5/21,54.12,axz
3259,6/3,-49.84,axz
3260,5/10,25.36,axz
3261,4/26,7.68,axz
3262,1/2,-10.47,axz
3263,8/17,-42.42,axz
3264,1/7,61.69,axz
3265,9/22,40.87,axz
3266,11/21,-25.23,axz
3267,2/25,55.82,axz
3268,4/16,-67.19,axz
3269,12/12,-88.39,axz
3270,1/13,27.35,axz
3271,4/6,-48.56,axz
3272,2/7,-84.76,axz
3273,8/23,-52.54,axz
3274,10/7,-74.71,axz
3275,3/12,61.38,axz
3276,6/2,-90.61,axz
3277,4/3,-91.22,axz
3278,12/11,-40.70,axz
3279,4/22,67.67,axz
3280,8/1,-78.36,axz
3281,5/20,34.14,axz
3282,3/26,35.10,axz
3283,8/27,-44.41,axz
3284,6/13,-56.28,axz
3285,8/9,71.33,axz
3286,5/3,-31.13,axz
3287,3/6,43.14,axz
3288,4/19,-77.23,axz
3289,2/27,-22.89,axz
3290,7/12,58.89,axz
3291,8/3,-36.64,axz
3292,3/7,-3.13,axz
3293,3/28,15.81,axz
3294,9/8,30.79,axz
3295,10/20,-40.39,axz
3296,4/11,-31.26,axz
3297,6/24,89.76,axz
3298,10/14,59.95,axz
3299,4/11,-35.43,axz
3300,2/1,31.09,axz
3301,6/10,47.21,axz
3302,2/9,-43.43,axz
3303,12/19,-68.17,axz
3304,6/5,30.49,axz
3305,6/24,-53.20,axz
3306,1/20,-21.51,axz
3307,10/13,-76.68,axz
3308,9/2,-97.18,axz
3309,7/15,61.44,axz
3310,5/1,-30.45,axz
3311,5/16,-57.23,axz
3312,6/14,-65.09,axz
3313,5/14,99.88,axz
3314,6/5,-5.43,axz
3315,7/22,-0.97,axz
3316,10/4,-27.41,axz
3317,1/20,72.33,axz
3318,12/2,32.26,axz
3319,3/5,85.31,axz
3320,2/9,52.63,axz
3321,5/5,-54.04,axz
3322,8/17,-83.75,axz
3323,10/16,93.46,axz
3324,3/21,65.33,axz
3325,11/14,21.01,axz
3326,1/27,49.48,axz
3327,12/26,-37.99,axz
3328,2/12,-38.87,axz
3329,6/2,-62.09,axz
3330,12/7,-92.37,axz
3331,1/27,-81.22,axz
3332,2/11,77.22,axz
3333,8/4,80.29,axz
3334,8/16,-70.35,axz
3335,10/1,62.07,axz
3336,2/11,35.15,axz
3337,3/15,85.35,axz
3338,9/2,86.92,axz
3339,7/24,97.69,axz
3340,11/24,-36.89,axz
3341,9/22,-79.85,axz
3342,8/22,-3.93,axz
3343,2/10,4.47,axz
3344,1/7,17.78,axz
3345,9/2,11.59,axz
3346,9/27,66.71,axz
3347,4/10,-46.90,axz
3348,2/14,39.85,axz
3349,11/9,22.89,axz
3350,4/8,-45.92,axz
3351,7/1,30.15,axz
3352,12/2,-64.79,axz
3353,6/7,76.44,axz
3354,12/21,91.97,axz
3355,7/21,83.62,axz
3356,7/10,9.30,axz
3357,7/18,67.24,axz
3358,11/12,74.48,axz
3359,6/26,75.43,axz
3360,9/1,73.24,axz
3361,6/28,-71.94,axz
3362,12/5,5.23,axz
3363,3/20,61.74,axz
3364,8/18,-37.90,axz
3365,6/14,42.21,axz
3366,5/17,-30.04,axz
3367,12/3,-14.09,axz
3368,5/24,-73.44,axz
3369,3/19,38.96,axz
3370,2/5,34.95,axz
3371,7/24,6.85,axz
3372,12/8,54.34,axz
3373,11/18,59.11,axz
3374,10/1,-26.93,axz
3375,10/1,76.55,axz
3376,3/8,-92.50,axz
3377,2/22,84.65,axz
3378,1/12,-59.16,axz
3379,3/4,-97.28,axz
3380,2/8,-21.39,axz
3381,10/1,32.36,axz
3382,5/9,-57.68,axz
3383,6/9,60.61,axz
3384,9/10,0.19,axz
3385,12/26,55.98,axz
3386,6/14,48.38,axz
3387,5/26,1.84,axz
3388,3/8,57.18,axz
3389,7/16,25.89,axz
3390,10/12,41.86,axz
3391,8/19,-58.93,axz
3392,1/22,-66.24,axz
3393,9/18,-79.42,axz
3394,10/17,76.76,axz
3395,1/2,36.81,axz
3396,10/20,72.29,axz
3397,2/18,-67.84,axz
3398,4/26,-89.19,axz
3399,7/10,58.43,axz
3400,1/5,-32.40,axz
3401,7/11,46.62,axz
3402,3/20,-72.62,axz
3403,1/9,76.16,axz
3404,12/4,51.15,axz
3405,2/22,47.35,axz
3406,10/28,88.02,axz
3407,10/1,60.38,axz
3408,9/12,-72.37,axz
3409,11/4,37.38,axz
3410,12/15,55.33,axz
3411,8/11,50.49,axz
3412,11/25,-79.63,axz
3413,2/19,0.51,axz
3414,5/10,55.82,axz
3415,9/9,-59.19,axz
3416,4/18,-68.37,axz
3417,1/2,-37.33,axz
3418,2/5,29.91,axz
3419,8/21,29.27,axz
3420,7/10,-43.39,axz
3421,1/26,-94.06,axz
3422,9/19,-66.58,axz
3423,9/2,-16.58,axz
3424,4/25,-65.46,axz
3425,4/11,-85.05,axz
3426,2/24,-15.12,axz
3427,6/5,47.68,axz
3428,5/25,14.43,axz
3429,8/4,22.16,axz
3430,1/4,-29.69,axz
3431,3/25,85.42,axz
3432,2/12,84.50,axz
3433,12/14,-54.29,axz
3434,5/9,92.80,axz
3435,2/8,97.46,axz
3436,8/13,-17.44,axz
3437,4/17,1.06,axz
3438,9/6,19.21,axz
3439,12/17,-11.27,axz
3440,8/7,-55.68,axz
3441,5/27,74.14,axz
3442,4/13,84.70,axz
3443,11/25,12.83,axz
3444,5/10,-58.01,axz
3445,2/24,-19.91,axz
3446,5/21,-29.52,axz
3447,2/1,22.19,axz
3448,8/4,33.15,axz
3449,5/2,8.42,axz
3450,12/12,59.04,axz
3451,3/26,-42.36,axz
3452,3/27,32.05,axz
3453,1/10,53.02,axz
3454,1/17,-19.68,axz
3455,4/8,-84.98,axz
3456,5/9,66.77,axz
3457,12/26,16.93,axz
3458,4/5,-82.00,axz
3459,3/18,68.61,axz
3460,6/14,23.21,axz
3461,11/25,-33.23,axz
3462,3/1,34.23,axz
3463,1/5,-58.77,axz
3464,1/8,50.38,axz
3465,6/25,-72.20,axz
3466,11/23,-81.32,axz
3467,5/5,-76.65,axz
3468,6/11,-42.05,axz
3469,3/8,-79.01,axz
3470,6/13,-26.08,axz
3471,6/18,-28.14,axz
3472,5/9,10.22,axz
3473,2/21,-89.87,axz
3474,8/20,-72.30,axz
3475,10/26,92.53,axz
3476,6/21,59.89,axz
3477,6/10,10.82,axz
3478,4/24,43.65,axz
3479,8/20,-73.10,axz
3480,1/14,33.69,axz
3481,7/8,-30.29,axz
3482,7/20,87.29,axz
3483,8/25,-88.95,axz
3484,1/16,-90.87,axz
3485,10/3,15.19,axz
3486,2/12,85.39,axz
3487,11/4,27.00,axz
3488,3/5,-30.80,axz
3489,7/14,76.75,axz
3490,3/3,-33.61,axz
3491,5/4,78.46,axz
3492,5/16,-88.02,axz
3493,11/21,-13.59,axz
3494,6/16,14.03,axz
3495,6/15,-66.24,axz
3496,12/10,-99.00,axz
3497,12/21,35.69,axz
3498,6/25,31.54,axz
3499,11/2,-64.43,axz
3500,12/4,12.86,axz
3501,12/8,88.14,axz
3502,11/21,-21.13,axz
3503,2/4,55.10,axz
3504,1/2,-77.43,axz
3505,4/23,-19.25,axz
